subject.ID,Anterior_hippocampus,Posterior_hippocampus,MISC,Meninges_PHC,ERC,Br35,Br36,PHC,ColSul,OTSul,Meninges
sub-6350639_ses-NAPFU03_run-001_T1w,1710.75,1899,61.75,91,511,577.5,1650.75,919.5,503,63.5,357.5
sub-6350639_ses-NAPFU12_run-001_T1w,1747.75,1900.5,62.25,94.25,537,572.5,1650.75,896,551,56.25,351.5
sub-6350639_ses-NAPFU24_run-001_T1w,1736.5,1881.5,62.75,85.25,517.5,554,1615.75,867.5,615.75,79.5,352
sub-6350639_ses-NAPFU36_run-001_T1w,1722.5,1840.75,50,88.25,503,555.5,1570.25,893.25,545.5,92.75,338.25
sub-6350639_ses-NAPFU48_run-001_T1w,1720,1910,82,77.5,498,574.5,1568.5,875,616.5,98.5,360.25
sub-6360867_ses-NAPBL00_run-001_T1w,1644.25,1770.75,84.75,181.25,637.5,671.75,1834.75,947.75,222.25,196.75,371.25
sub-6360867_ses-NAPEN00_run-001_T1w,1671.5,1790.75,86.5,160.5,669.5,665.75,1888.75,884,223.5,218.5,327.75
sub-6360867_ses-NAPFU03_run-001_T1w,1637.75,1808.25,74.25,162,611.25,702.5,1729.75,886.75,211.25,168.25,377
sub-6360867_ses-NAPFU12_run-001_T1w,1691.5,1790.5,77.75,157.25,615.75,683.75,1810,895.75,232.25,199,325.25
sub-6360867_ses-NAPFU24_run-001_T1w,1663,1756.5,82.75,178.25,633.5,683,1850,896.5,236,177.5,355.25
sub-6360867_ses-NAPFU36_run-001_T1w,1693.75,1794.5,79.5,174.75,669.5,673.75,1830.75,898,249.5,211.25,366.5
sub-6360867_ses-NAPFU48_run-001_T1w,1671,1802.25,83.75,180,645.25,654,1825.75,881.75,258.75,214.75,361
sub-6395760_ses-PREBL00_run-001_T1w,1956.75,2096,38.5,86.25,687,878.5,3252.75,1122.75,238.25,460,307.5
sub-6395760_ses-PREEN00_run-001_T1w,1973,2143.25,39.5,82.5,661,874.5,3317.25,1132.75,233.5,428.5,305
sub-6403227_ses-PREBL00_run-001_T1w,2375.25,1557.5,119.25,112.75,637.5,853.5,2449.75,1384,316,286.25,238.25
sub-6403227_ses-PREEN00_run-001_T1w,2411.25,1557.5,94.25,100,734.5,850.5,2490.25,1379.25,318.75,284,241.75
sub-6403227_ses-PREFU12_run-001_T1w,2354.5,1594,173.75,109.75,598.25,803.5,2427.25,1327.75,367.25,345.5,304.25
sub-6404099_ses-PREBL00_run-001_T1w,1520.25,1764,30.25,141.25,621.75,598,1959.25,1002.5,333,313.75,360.75
sub-6404099_ses-PREEN00_run-001_T1w,1569,1771.5,28.5,103.75,620,584.25,2008,1037.5,369,316,300.25
sub-6404099_ses-PREFU12_run-001_T1w,1549.25,1748.5,42,128,598.25,564.25,1946.75,1015,373.5,314,352.75
sub-6424373_ses-NAPBL00_run-001_T1w,2230.25,1873.5,136,113.75,727,838,2589.25,1023,537.25,194.5,399
sub-6424373_ses-NAPEN00_run-001_T1w,2260.75,1863.75,137.25,115.75,701.25,850,2504,1000.75,540.5,257.5,414.25
sub-6424373_ses-NAPFU03_run-001_T1w,2261.25,1870.25,135,126.25,718.75,888.25,2569.5,1025.25,580.75,214,443.25
sub-6424373_ses-NAPFU12_run-001_T1w,2235.25,1859.75,121.5,106.25,705.5,868.5,2496.25,992,539.5,229.75,435.5
sub-6424373_ses-NAPFU24_run-001_T1w,2161.25,1847.75,142.25,105.5,668,840,2335.5,964.5,610,222.5,476.25
sub-6433158_ses-PREBL00_run-001_T1w,1428.5,1642.75,140.5,137.25,493.25,489,2129,1003.5,543.25,473,335
sub-6433158_ses-PREEN00_run-001_T1w,1447.5,1669.75,135.5,123,491.5,492.25,2110.75,1005.5,541.5,450.75,338.75
sub-6433158_ses-PREFU12_run-001_T1w,1441.75,1616.5,165,141.5,487.5,480.75,2032.5,986.75,518.25,512,358
sub-6433158_ses-PREFU24_run-001_T1w,1430.75,1610.75,126.75,144.75,489.5,474,2100.75,996,560.5,484.75,320.75
sub-6433158_ses-PREFU36_run-001_T1w,1435,1626.25,135.75,121,460.5,454.75,2077.75,976.75,540.25,487,325.75
sub-6445003_ses-NAPBL00_run-001_T1w,1727.5,1389.25,154,178,734.25,673.5,1886.75,935.5,360,76.5,318.5
sub-6445003_ses-NAPEN00_run-001_T1w,1720,1395.75,129.75,167.75,686.25,693,1843.75,919.5,337,96.5,282
sub-6445003_ses-NAPFU03_run-001_T1w,1718,1414.25,134.75,180.75,672,671.5,1833.25,929.25,372.75,84,311.25
sub-6445003_ses-NAPFU12_run-001_T1w,1683.75,1398.25,147.25,176.25,700.25,673,1824.5,918.5,330,88.25,298.75
sub-6445003_ses-NAPFU24_run-001_T1w,1685,1372,137.75,179.25,747.75,674,1862,926,340.25,96.25,295
sub-6445003_ses-NAPFU36_run-001_T1w,1700,1368.75,125,175,686.25,694.5,1876.5,936.75,301.5,81,297.5
sub-6445003_ses-NAPFU48_run-001_T1w,1672.5,1404.75,143.5,193,694.5,648.5,1861,923.25,355.25,71.75,335.5
sub-6519252_ses-NAPBL00_run-001_T1w,1464.75,1751.75,62.5,117.75,489,554.75,1824.5,817,404,147,263.75
sub-6519252_ses-NAPEN00_run-001_T1w,1444.75,1724,59.25,116.75,537.25,577,1889,804.25,416.25,135.25,262.75
sub-6519252_ses-NAPFU03_run-001_T1w,1454.5,1739.75,67,117.25,510.25,586.25,1892.75,809,389.5,128.75,242
sub-6519252_ses-NAPFU12_run-001_T1w,1449.5,1735.5,54.25,107,554,529.75,1853.25,789.5,445,153,265.25
sub-6519252_ses-NAPFU24_run-001_T1w,1485,1756.5,58.25,126.5,488,533.5,1759.25,767.5,445.75,169.75,285.5
sub-6519252_ses-NAPFU36_run-001_T1w,1474,1728.5,62,112,496,515,1813.25,780,458,146.75,260.5
sub-6519252_ses-NAPFU48_run-001_T1w,1439.25,1693.5,64.5,118,509.5,534.25,1788.75,768,452,165.5,272.75
sub-6567917_ses-PREBL00_run-001_T1w,1697,1712.5,119.75,168.25,600.25,756.5,2111,923.75,404.25,74,411.5
sub-6567917_ses-PREEN00_run-001_T1w,1731.25,1762.75,124.5,158,613.75,762.25,2247.25,948.25,417.25,83,401.25
sub-6567917_ses-PREFU12_run-001_T1w,1725.25,1714,128.5,164,627.75,741.75,2120.25,922.5,461.25,52.5,408.75
sub-6605596_ses-NAPBL00_run-001_T1w,2171,1583.5,193.75,172.25,893.5,877.75,2539.5,1211.75,525,202,572.5
sub-6605596_ses-NAPEN00_run-001_T1w,2156.5,1586.75,176.5,186,892.75,825.5,2497,1161,557,204.25,558
sub-6605596_ses-NAPFU03_run-001_T1w,2108.5,1615,175.5,182.25,874.5,865.25,2590.25,1215.75,527.75,191.75,582.5
sub-6605596_ses-NAPFU12_run-001_T1w,2161.75,1580.25,176,188,887.75,838,2638.75,1200,515.75,142.75,565.75
sub-6605596_ses-NAPFU24_run-001_T1w,2175.25,1565,149.25,169.5,875.75,923.5,2582.75,1295.75,522.5,197,519.25
sub-6605596_ses-NAPFU36_run-001_T1w,2090.5,1565.75,159.75,165,910.75,803.75,2447,1162.25,576.75,211.75,557.5
sub-6605596_ses-NAPFU48_run-001_T1w,2116.25,1560.75,196,168.5,883,846.75,2502,1170.25,560.25,232,572.5
sub-6690963_ses-NAPBL00_run-001_T1w,1915,1722.5,136.5,255.75,607.5,738,1886.25,1056,310.75,168.75,421.25
sub-6690963_ses-NAPEN00_run-001_T1w,1954.25,1778.75,122.75,236.75,625,803.75,1986.75,1107,249.75,186.25,372
sub-6690963_ses-NAPFU03_run-001_T1w,1931.25,1752.5,131.75,263,561.25,766.5,1936.25,1078.25,313.5,172.75,459.25
sub-6690963_ses-NAPFU12_run-001_T1w,1926.25,1728.25,127,245.75,583.75,749,1803,1068.25,275.25,230.25,397
sub-6690963_ses-NAPFU24_run-001_T1w,1895.75,1754.75,133.25,239.25,619.5,730.75,1857.25,1073,276.75,211,378.75
sub-6690963_ses-NAPFU36_run-001_T1w,1805.25,1705.25,117.25,236.75,602,680.75,1889.5,1091.25,268.25,155.5,412.5
sub-6690963_ses-NAPFU48_run-001_T1w,1785,1667.25,100.5,227.25,550,726.25,1908.5,1074,324,243.5,358.75
sub-6704921_ses-PREBL00_run-001_T1w,2220,1672.25,159.75,130,714,712.75,2740,941.75,730.75,129.5,396.5
sub-6704921_ses-PREEN00_run-001_T1w,2231.75,1663.5,152,124.5,774.75,760.75,2826.75,942,593.25,126,349
sub-6743559_ses-PREBL00_run-001_T1w,2266.75,1951.25,31.75,146.75,727,706.25,2433.25,1408.25,355.5,215.25,333.5
sub-6743559_ses-PREEN00_run-001_T1w,2242.75,1992.5,20.5,139,691.5,732.5,2507,1480,385.25,198,306.75
sub-6743559_ses-PREFU12_run-001_T1w,2225.5,1959.5,26.25,166.5,712,775.75,2368,1444.25,324.75,233.5,296.5
sub-6755055_ses-PREBL00_run-001_T1w,2113,1680.5,174.75,123.5,647,754,1913.75,1087.25,499.25,39,346
sub-6755055_ses-PREEN00_run-001_T1w,2200.75,1707.25,167.25,95.25,690,796.25,1970,1133.5,488,51.75,271.75
sub-6781586_ses-PREBL00_run-001_T1w,1557,1738,18.5,70,544.25,693,2165.25,1424.5,273.5,301.75,299.75
sub-6781586_ses-PREEN00_run-001_T1w,1496.5,1751.25,29.25,78,550.5,618,2168,1388.5,287.75,343.75,304.75
sub-6788676_ses-PREBL00_run-001_T1w,1831,1602.75,238.5,250.75,562.25,629.5,2135.5,956.75,334.25,297.25,490.5
sub-6788676_ses-PREEN00_run-001_T1w,1854.25,1610,246.75,263,579.75,636.5,2146.75,962.25,317.5,339.5,468
sub-6794127_ses-NAPBL00_run-001_T1w,1911.5,1837.25,149.5,133.75,643.25,662.5,2487.75,1059.25,403.75,537.25,494.25
sub-6794127_ses-NAPEN00_run-001_T1w,1941.5,1849.75,155,136,652.5,657,2515.25,1063.25,350.5,512.5,461
sub-6794127_ses-PREFU12_run-001_T1w,1927.5,1852.5,141.25,110.25,640.5,634,2542.25,1062.25,347.25,494.25,484
sub-6794127_ses-PREFU24_run-001_T1w,1904.5,1825.25,136.5,127,612.75,634.5,2431.25,1050.5,361.25,594.5,456.5
sub-6794127_ses-PREFU36_run-001_T1w,1884.5,1851.5,134.75,147.25,660,585.25,2371.5,1084.5,356.75,565.5,446.75
sub-6794127_ses-PREFU48_run-001_T1w,1884.75,1830,158.75,120.25,625.25,568.25,2289.75,1064,411.75,557.5,473.5
sub-6795892_ses-PREBL00_run-001_T1w,1464,1516.5,57.5,157.5,559.25,656.75,2558.75,777.25,343.75,208.75,359
sub-6795892_ses-PREEN00_run-001_T1w,1470,1518.25,62.75,148.75,540,663,2583,792.25,298,173.5,341.75
sub-6795892_ses-PREFU12_run-001_T1w,1481.5,1506.5,65.25,154.75,566,641.75,2493.5,785.75,382,231.25,356.25
sub-6840513_ses-PREBL00_run-001_T1w,1396.75,1257.5,127,193,533.75,638.25,1687.25,806.75,297.25,170.25,380
sub-6840513_ses-PREEN00_run-001_T1w,1406,1240,123.25,200.5,576.75,639.5,1729.25,832.75,296.25,187,359
sub-6851811_ses-NAPBL00_run-001_T1w,1696.5,1600.25,81.25,115.25,637.5,764.5,2099.25,1254,268.25,303,307.25
sub-6851811_ses-NAPEN00_run-001_T1w,1654,1669.5,93.25,134.75,634,744.25,2110.5,1285.25,274.5,309,349
sub-6851811_ses-NAPFU03_run-001_T1w,1686.5,1590,79.75,117.75,654.25,753.25,2119.5,1273.75,274,319,289
sub-6851811_ses-NAPFU12_run-001_T1w,1667.5,1621,90.25,119,616.75,751.75,2074.25,1238.25,295.5,301.75,350.5
sub-6851811_ses-NAPFU24_run-001_T1w,1634.75,1642.25,92.75,154,624.75,774.5,2099.25,1280,297,308.25,344.75
sub-6851811_ses-NAPFU36_run-001_T1w,1637.75,1624.25,96.25,123,638.5,749.25,2085.25,1257,322,329.5,335.5
sub-6852929_ses-NAPBL00_run-001_T1w,1764.75,1800.25,5.25,52.25,627,666.75,2577.25,1235.25,297.75,224.75,218.25
sub-6852929_ses-NAPEN00_run-001_T1w,1768,1805.75,5.25,83.5,630.5,678.75,2640.25,1233,280,149.25,233.75
sub-6852929_ses-NAPFU03_run-001_T1w,1753.75,1805.5,7.75,85.5,624,633,2595.75,1210,331,178.75,321.5
sub-6852929_ses-NAPFU12_run-001_T1w,1713.75,1841.75,5.75,70.5,608,635.75,2506.25,1213,340,184.25,301.5
sub-6852929_ses-NAPFU24_run-001_T1w,1732.75,1830.5,10.75,62.75,645.25,619.75,2462.5,1196.75,339.75,194,332
sub-6852929_ses-NAPFU36_run-001_T1w,1718.75,1783,15.25,90.5,606.5,626.25,2568.75,1174.25,365.75,213.5,317.75
sub-6865719_ses-NAPBL00_run-001_T1w,1604.75,1643.75,19,144,522,558.25,2094.25,878.25,370.75,85.25,259
sub-6865719_ses-NAPEN00_run-001_T1w,1637.75,1620.5,17,135.5,544.75,550.25,2184.5,853.75,344.25,75.25,245.5
sub-6865719_ses-NAPFU03_run-001_T1w,1606,1626,14,135.75,525.25,540,2141,880.75,383.75,75.75,259
sub-6865719_ses-NAPFU12_run-001_T1w,1634,1602,15.5,135.25,496.5,544.5,2162,874.75,375.25,89,245.5
sub-6865719_ses-NAPFU24_run-001_T1w,1612.75,1583,12.75,137.5,521.25,549.25,2129.5,876.25,384,110.5,255.75
sub-6865719_ses-NAPFU36_run-001_T1w,1577,1601.25,19.25,138,535.25,522.5,2069.25,835.5,419.75,117.75,276
sub-6909468_ses-PREBL00_run-001_T1w,1926.75,1631.5,133.75,217.25,659.5,587,2259.5,820,284,327,388.5
sub-6909468_ses-PREEN00_run-001_T1w,1906.25,1710.5,166.5,237.5,583.75,633.5,2259.75,786.25,282.75,308.5,486.25
sub-6949554_ses-PREBL00_run-001_T1w,1854.75,1579,106,100.75,686.25,795.75,2664.75,931.5,309.25,339.5,489.25
sub-6949554_ses-PREEN00_run-001_T1w,1881,1573.5,115.75,105.25,686.25,779,2638.75,930.25,327.75,320.25,497.5
sub-6967785_ses-PREBL00_run-001_T1w,2225.75,1514.25,221,278.75,690.75,774.75,2786.5,909.25,527.5,261.5,502.25
sub-6967785_ses-PREEN00_run-001_T1w,2203.5,1522,234.25,246.5,711.5,810.75,2688.5,857.25,529.25,259.25,414.5
sub-6967785_ses-PREFU12_run-001_T1w,2186.5,1561,219.75,267.25,653.75,789.75,2752,874.25,535.5,245.5,537.5
sub-6967785_ses-PREFU24_run-001_T1w,2214.75,1508,229.25,254.25,682.25,763.75,2677.75,908.5,576.75,262.25,523.5
sub-7055352_ses-PREBL00_run-001_T1w,1474,1703.75,102.25,180.25,620,581,2409.25,875.25,443.25,81.5,312.5
sub-7055352_ses-PREEN00_run-001_T1w,1493.75,1688.75,106.5,176,600.5,568,2330,874.5,478,106.75,348
sub-7055352_ses-PREFU12_run-001_T1w,1459.75,1713.75,110.5,212.25,568.5,571.25,2481.25,870.75,492.25,124.75,444.75
sub-7098391_ses-PREBL00_run-001_T1w,1287.25,1463.25,115.5,148.5,422.25,475.75,1976,836.75,367.25,429.5,307
sub-7098391_ses-PREEN00_run-001_T1w,1240.5,1545.5,120.75,143,470.5,472.5,2019,834,332.5,410.75,227.75
sub-7115186_ses-PREBL00_run-001_T1w,1810,1597.25,133.25,178,629.75,800.5,1943.75,1115.5,401.25,432.25,305.75
sub-7115186_ses-PREEN00_run-001_T1w,1821.25,1649.75,119.75,163,679.25,825.25,2074.75,1159,411.5,386,247
sub-7115186_ses-PREFU12_run-001_T1w,1806.75,1600,143.25,187.75,619.5,743.25,1982.25,1083.75,378.75,365.75,312.75
sub-7125565_ses-PREBL00_run-001_T1w,1825.75,1847.25,153,175.25,642.75,766.75,2544.75,1201.75,332.75,364.25,353.75
sub-7125565_ses-PREEN00_run-001_T1w,1779.5,1864.75,155.5,187.5,717.25,725.25,2565,1167.75,323.25,399.5,357.5
sub-7125565_ses-PREFU12_run-001_T1w,1838.5,1928.5,153.5,178.25,651,683.75,2475,1178,342.75,392.75,395.75
sub-7125565_ses-PREFU24_run-001_T1w,1691.75,1770.5,113,128,754.25,706.5,2490,1162.5,367.25,395.25,326.75
sub-7161471_ses-PREBL00_run-001_T1w,1559.75,1747.5,73.25,144.5,586.75,614.75,1890.75,985.25,273.5,115.5,358.75
sub-7161471_ses-PREEN00_run-001_T1w,1586.75,1715.75,66.75,148.5,616.5,645.75,1856,977.75,261.75,142.75,334.25
sub-7178383_ses-NAPBL00_run-001_T1w,1888.75,1743.75,39,150.75,572,642.75,2400.5,1148.75,436.25,310,339
sub-7178383_ses-NAPEN00_run-001_T1w,1880,1732.5,28,108,552.25,609.75,2408.5,1221.25,450.5,362.75,290.75
sub-7178383_ses-NAPFU03_run-001_T1w,1872.25,1793.5,49.75,126.25,580.75,597.25,2313.5,1191.75,456.25,322.25,372.5
sub-7178383_ses-NAPFU12_run-001_T1w,1851.75,1803,52.75,133,582,595.25,2275.75,1156.75,451.25,332.25,349.5
sub-7178383_ses-NAPFU24_run-001_T1w,1840.75,1744.75,26.5,119.25,529.75,596,2199,1139.75,490.75,345,340.75
sub-7178383_ses-NAPFU36_run-001_T1w,1816.5,1742.25,43.25,163.25,560.5,579.5,2159.5,1072.5,541.25,354.75,380.5
sub-7184313_ses-PREBL00_run-001_T1w,1905,1872.75,64.5,123.25,594,688.25,2743.75,978,425,329.5,410.5
sub-7184313_ses-PREEN00_run-001_T1w,1901.5,1912,57.25,123.75,614,715,2761,955.75,405.25,317.75,408.5
sub-7237992_ses-PREBL00_run-001_T1w,2109.5,1536.75,352,237.5,561.5,805.75,2593,941.5,598,291.75,496.75
sub-7237992_ses-PREEN00_run-001_T1w,2182.75,1504.5,346,239.25,575.5,817.75,2445.25,1055.75,584.5,327.75,496.25
sub-7237992_ses-PREFU12_run-001_T1w,2077.75,1544.5,334.25,230,575.75,811.75,2490.5,1001.75,593.75,338,464.5
sub-7237992_ses-PREFU24_run-001_T1w,2100.25,1517.25,373.5,238.5,592.75,854.75,2579.75,1043.25,610,339,424.5
sub-7237992_ses-PREFU36_run-001_T1w,2112.25,1496,371.75,233.75,539.5,764.25,2464.75,939.5,606,336.75,519.75
sub-7237992_ses-PREFU48_run-001_T1w,2130.25,1522,393.75,253,534.25,830.5,2530.75,957,579.75,340.5,512
sub-7243782_ses-NAPBL00_run-001_T1w,1882,1610.75,197.5,155.25,589.25,577.25,1575.5,767.75,218,351.25,356.25
sub-7243782_ses-NAPEN00_run-001_T1w,1946.5,1590.75,182.5,137.5,605.5,587.5,1643.25,810.25,224.75,301.75,317
sub-7243782_ses-NAPFU03_run-001_T1w,1953,1586.75,196.25,146.25,577.75,569.25,1717,797.25,225.25,314.5,324.25
sub-7243782_ses-NAPFU12_run-001_T1w,1895.5,1600.5,210.5,143.75,565.5,567.75,1626.5,774.25,236.25,333.75,338
sub-7243782_ses-NAPFU24_run-001_T1w,1897.5,1583.25,217.25,152.25,595,549,1660.25,741.5,236.5,324.25,345.25
sub-7243782_ses-NAPFU36_run-001_T1w,1914.75,1542.5,210.5,144.25,600.5,535.25,1657,734,223,323.25,322.75
sub-7265146_ses-NAPBL00_run-001_T1w,1505.25,1453.75,60.75,94.5,600,580.75,1984.25,1049.75,375.75,364,255.25
sub-7265146_ses-NAPEN00_run-001_T1w,1496.5,1446.75,66,102.75,610.5,586.75,1971.75,1058.5,376.5,342.75,269.75
sub-7265146_ses-NAPFU03_run-001_T1w,1519.5,1456.5,62.5,101,587,632,2066,1067.75,344.75,338.25,256.5
sub-7395962_ses-NAPBL00_run-001_T1w,2003.25,1615.75,197,265.5,708.25,805.25,2647.25,1001.75,431.5,486.75,556.25
sub-7395962_ses-NAPEN00_run-001_T1w,2005.5,1611,183.25,243.75,681.75,853.5,2629.75,1006.25,404.75,461.25,565.75
sub-7395962_ses-PREFU12_run-001_T1w,2007,1560.5,186,256.75,685.75,826.5,2695.75,1005.75,438.5,500.25,616.25
sub-7395962_ses-PREFU24_run-001_T1w,2059,1619.5,190.5,249,660.75,828,2687.5,1031.25,486.75,489.5,519.5
sub-7395962_ses-PREFU36_run-001_T1w,1990,1585.75,200.25,254.25,639.75,789.25,2541.75,1018,437.5,489,596.5
sub-7492583_ses-NAPBL00_run-001_T1w,1323.5,1705,109,201,516.25,497.5,1774,885.5,243.5,247.25,329.25
sub-7492583_ses-NAPEN00_run-001_T1w,1341.5,1698,110.5,186.75,528.5,511.5,1709.25,894.5,248,269.25,345.5
sub-7492583_ses-NAPFU03_run-001_T1w,1354,1668,100.5,194.75,520.75,483.25,1766.75,840,251.25,274,379.75
sub-7492583_ses-NAPFU12_run-001_T1w,1332,1701.5,110.25,191.5,530.25,493.75,1775.25,864,242.25,270,330.5
sub-7492583_ses-NAPFU24_run-001_T1w,1325.5,1670.75,106.75,174.75,538.25,505.5,1699.25,886.25,230.5,258.75,316.25
sub-7492583_ses-NAPFU36_run-001_T1w,1329.5,1684,112,187.25,555.75,506.25,1731.5,839,237.25,261.5,338.5
sub-7492583_ses-NAPFU48_run-001_T1w,1331.5,1703.5,123.25,205.25,512.5,478,1715.5,826,235.5,269.75,369.5
sub-7499557_ses-NAPBL00_run-001_T1w,1569.75,1596.75,17.75,127,518.5,676.5,1780.75,1037,440.25,175.5,251.75
sub-7499557_ses-NAPEN00_run-001_T1w,1529.75,1631.75,22,147,603.25,679.5,1872.5,995,463,183,260
sub-7499557_ses-NAPFU03_run-001_T1w,1576.75,1591.5,21,139,554.5,677,1854.75,1003.75,412,187.75,249.5
sub-7499557_ses-NAPFU12_run-001_T1w,1555.5,1554.25,14.75,153.25,608.75,663,1871.25,984,401,161.5,281.5
sub-7499557_ses-NAPFU24_run-001_T1w,1499.5,1561.75,43.25,159.75,590.75,634,1806.25,943.75,509,186.5,293.5
sub-7499557_ses-NAPFU36_run-001_T1w,1514,1557.5,31,128,528.5,618.5,1793.75,957.25,532.5,187.75,240.5
sub-7499557_ses-NAPFU48_run-001_T1w,1466.75,1562.75,34,156,565.25,611.5,1694.25,953,485.5,199.5,265.25
sub-7512043_ses-PREBL00_run-001_T1w,1608,1574,84,45.5,648.25,598.75,2549.5,849.25,533,43.75,325.25
sub-7512043_ses-PREEN00_run-001_T1w,1663.5,1561.25,65.25,66.25,615.75,616.25,2444.5,853,500.25,50.75,347
sub-7512043_ses-PREFU12_run-001_T1w,1652,1599,97.75,44.5,622.25,586.25,2541.25,834.25,595.5,47,331.75
sub-7550757_ses-PREBL00_run-001_T1w,1712,1493.25,115.25,120,671,620.25,2073.25,1048.5,241,318.5,337
sub-7550757_ses-PREEN00_run-001_T1w,1701,1506.25,110.5,117.75,701.75,598.75,2073.75,1036,279.5,327.5,332
sub-7550757_ses-PREFU12_run-001_T1w,1695.25,1518.75,117,121.75,657.25,572.75,2088.25,1043.75,285.75,340,361.5
sub-7550757_ses-PREFU24_run-001_T1w,1697.5,1489.5,117.75,127,661.25,584.5,2077.5,1016.25,299.25,300.5,363.5
sub-7550757_ses-PREFU36_run-001_T1w,1699,1509.25,114.25,118,675,606.75,2077.25,1058,265.25,303.5,334.75
sub-7550757_ses-PREFU48_run-001_T1w,1720.5,1502.75,122.25,130,676.25,598.75,2038.5,1035.5,283.75,338.5,338.75
sub-7568597_ses-PREBL00_run-001_T1w,1988,1678.25,159,76.5,617.75,746.5,3103,1105.25,713,219.25,454
sub-7568597_ses-PREEN00_run-001_T1w,1934,1698.75,137.75,84.75,607.5,746.5,3159.5,1118.25,707.5,239.75,458.75
sub-7606018_ses-PREBL00_run-001_T1w,1332.75,1416.5,24.25,87,416.75,510.25,1855.25,870.5,190,288,217
sub-7606018_ses-PREEN00_run-001_T1w,1352.25,1408,21.25,90.75,419.25,529,1876.75,883.75,185,280.75,221.5
sub-7620567_ses-NAPBL00_run-001_T1w,1949,1801.5,114.5,148,572.5,661.25,2025.75,1115.75,308.25,315,292
sub-7620567_ses-NAPEN00_run-001_T1w,1942.75,1816.75,94.75,148,583.25,698.5,1976.5,1112,297.5,319.25,267.25
sub-7620567_ses-NAPFU03_run-001_T1w,1966.25,1820.75,92,144,632.5,684,2067.25,1090.25,280.5,323.25,275.25
sub-7620567_ses-NAPFU12_run-001_T1w,1963.75,1835.75,89,128.75,614.5,699,2098.25,1142.5,275.25,324.5,256
sub-7620567_ses-NAPFU24_run-001_T1w,1950.75,1773.75,109.25,139.25,610.25,673,1962.5,1097.75,263.25,336.25,331
sub-7620567_ses-NAPFU36_run-001_T1w,1948.75,1826.25,71,143.25,621.25,690.25,2003.5,1113.25,269.75,280.25,275.5
sub-7620567_ses-NAPFU48_run-001_T1w,1909.5,1843.5,74.5,149.25,648.5,697.75,1949.25,1134.5,255.75,315,297.25
sub-7658420_ses-NAPBL00_run-001_T1w,2518.5,1837.25,280.5,311.5,650.5,942,2445.75,1232,543,412.5,523.75
sub-7658420_ses-NAPEN00_run-001_T1w,2482.75,1822,293,319.75,637.25,967.75,2495.25,1235.75,524.25,435,510.5
sub-7658420_ses-NAPFU03_run-001_T1w,2471.75,1839.75,258,284,693,960,2459.25,1249.75,525,439.75,466.75
sub-7658420_ses-NAPFU12_run-001_T1w,2487.25,1809.25,243.5,274.75,649.75,924.5,2466.5,1196.5,563,476.25,497.25
sub-7658420_ses-NAPFU24_run-001_T1w,2451.25,1783.75,264.5,287.75,651,991.25,2526.25,1207.75,578,458,476.75
sub-7658420_ses-NAPFU36_run-001_T1w,2490.75,1807.75,277.25,299.75,604.25,913,2404.5,1167.5,577,439,532.25
sub-7658604_ses-NAPBL00_run-001_T1w,2331.25,1925.25,228,260.75,752,712,2267.5,984,565.5,121.75,467.75
sub-7658604_ses-NAPEN00_run-001_T1w,2322.75,1963.5,237,246.25,787.75,686.25,2124.75,971.75,534.75,160.5,436
sub-7658604_ses-NAPFU03_run-001_T1w,2348.25,1976.5,224.5,253,772.5,709,2191.75,977.25,554.25,152.75,420
sub-7658604_ses-NAPFU12_run-001_T1w,2290.5,1910.5,228.5,249,740,714.5,2103,947.25,524,124.25,472
sub-7658604_ses-NAPFU24_run-001_T1w,2372.75,1912,244,253.5,769.5,691.5,2122,937.25,621.75,132,444
sub-7672530_ses-PREBL00_run-001_T1w,1491.75,1698.75,73,212.75,441,621.25,1740.25,1082.5,262.5,148.5,436
sub-7672530_ses-PREEN00_run-001_T1w,1460.5,1634.75,92,204.5,554.25,698,1917.25,1013.5,260.5,145,344.75
sub-7672530_ses-PREFU12_run-001_T1w,1399.75,1604.5,68,173.75,570.75,673.5,1770.75,973,257.75,125.75,269.25
sub-7672530_ses-PREFU24_run-001_T1w,1336.5,1468.25,79.75,206.25,484.75,638,1725.25,987.75,246.25,93.75,308.25
sub-7678521_ses-PREBL00_run-001_T1w,1719,1739,97.25,78,618.75,674,2227,1038.25,303.25,226.75,205.5
sub-7678521_ses-PREEN00_run-001_T1w,1701.75,1728.5,105.25,90.5,612,638.5,2144.5,1026.5,308.25,253.5,224.25
sub-7678521_ses-PREFU12_run-001_T1w,1732.25,1713.25,95.75,87.75,618,664,2169.25,1045.75,322.5,249.5,197
sub-7750196_ses-NAPBL00_run-001_T1w,1672.25,1408,243.5,219.75,502.5,489.5,1553.25,998.5,387.75,419.5,417
sub-7750196_ses-NAPEN00_run-001_T1w,1659.75,1450.75,222.25,218.5,544,554.5,1549,1017.5,392.25,399.25,414.75
sub-7755697_ses-PREBL00_run-001_T1w,1474.5,2001.75,117.75,241,600,622.25,2029.75,808.75,128,370.5,302.25
sub-7755697_ses-PREEN00_run-001_T1w,1453.5,2025.25,112,242,635.5,629,2070.25,807,136.5,349.5,310.75
sub-7755697_ses-PREFU12_run-001_T1w,1444.5,1999.75,112,232.25,605.75,621.75,2094.75,826.75,134,374.25,294.75
